"season","team","conference","games","time_of_poss_total","pass_comps","pass_atts","net_pass_yds","pass_TDs","interceptions","rush_atts","rush_yds","rush_TDs","total_yds","fumbles_lost","turnovers","first_downs","third_downs","third_down_convs","fourth_down_convs","fourth_downs","penalties","penalty_yds","kick_returns","kick_return_yds","kick_return_TDs","punt_returns","punt_return_yds","punt_return_TDs","passes_intercepted","passes_intercepted_yds","passes_intercepted_TDs"
2003,"Middle Tennessee","Sun Belt",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Minnesota","Big Ten",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Mississippi State","SEC",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Missouri","Big 12",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Navy","FBS Independents",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"NC State","ACC",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Nebraska","Big 12",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Nevada","Western Athletic",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"New Mexico","Mountain West",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"New Mexico State","Sun Belt",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"North Carolina","ACC",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Northern Illinois","Mid-American",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"North Texas","Sun Belt",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Northwestern","Big Ten",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Notre Dame","FBS Independents",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Ohio","Mid-American",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Ohio State","Big Ten",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Oklahoma","Big 12",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Oklahoma State","Big 12",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Ole Miss","SEC",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Oregon","Pac-10",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Oregon State","Pac-10",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Penn State","Big Ten",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Pittsburgh","Big East",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Purdue","Big Ten",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Rice","Western Athletic",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Rutgers","Big East",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"San Diego State","Mountain West",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"San José State","Western Athletic",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"SMU","Western Athletic",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"South Carolina","SEC",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Southern Miss","Conference USA",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"South Florida","Conference USA",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Stanford","Pac-10",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Syracuse","Big East",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"TCU","Conference USA",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Temple","Big East",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Tennessee","SEC",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Texas","Big 12",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Texas A&M","Big 12",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Texas Tech","Big 12",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Toledo","Mid-American",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Troy","FBS Independents",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Tulane","Conference USA",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Tulsa","Western Athletic",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"UAB","Conference USA",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"UCF","Mid-American",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"UCLA","Pac-10",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"UConn","FBS Independents",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"UL Monroe","Sun Belt",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"UNLV","Mountain West",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"USC","Pac-10",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Utah","Mountain West",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Utah State","Sun Belt",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"UTEP","Western Athletic",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Vanderbilt","SEC",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Virginia","ACC",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Virginia Tech","Big East",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Wake Forest","ACC",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Washington","Pac-10",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Washington State","Pac-10",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Western Michigan","Mid-American",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"West Virginia","Big East",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Wisconsin","Big Ten",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Wyoming","Mountain West",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"Air Force","Mountain West",11,12786,113,189,1721,12,8,648,3051,31,4680,8,16,261,166,78,7,12,0,0,NA,NA,NA,23,92,0,9,102,0
2004,"Akron","Mid-American",11,11661,223,352,2903,18,8,379,1070,13,3705,8,16,205,152,50,9,19,0,0,NA,NA,NA,28,275,1,11,135,2
2004,"Alabama","SEC",12,14005,146,261,1823,11,11,502,2221,21,3920,12,23,194,161,48,4,12,0,0,NA,NA,NA,42,270,1,12,113,1
2004,"Arizona","Pac-10",11,12151,164,312,2045,4,11,386,1302,9,3178,14,25,172,154,44,5,12,0,0,NA,NA,NA,29,191,0,8,113,0
2004,"Arizona State","Pac-10",12,13432,289,502,4058,30,10,435,1417,6,5225,17,27,264,201,79,10,17,0,0,NA,NA,NA,48,418,0,15,269,1
2004,"Arkansas","SEC",11,11861,162,286,2429,3,13,467,2061,16,4377,7,20,216,159,69,7,20,0,0,NA,NA,NA,29,126,1,6,99,1
2004,"Arkansas State","Sun Belt",11,11871,177,342,2431,14,17,400,1670,8,3940,12,29,199,153,53,6,13,0,0,NA,NA,NA,33,298,1,8,133,0
2004,"Army","Conference USA",11,11118,182,351,2369,12,9,383,1935,21,4198,8,17,199,153,51,6,19,0,0,NA,NA,NA,25,88,0,7,34,0
2004,"Auburn","SEC",13,15187,211,308,3224,25,9,553,2383,27,5469,14,23,272,157,68,6,15,0,0,NA,NA,NA,47,428,0,16,107,1
2004,"Ball State","Mid-American",11,12143,203,354,2602,14,4,414,1257,11,3556,3,7,204,180,63,6,15,0,0,NA,NA,NA,20,53,0,1,37,0
2004,"Baylor","Big 12",11,11532,235,395,2567,8,11,366,1088,8,3430,18,29,193,173,61,4,15,0,0,NA,NA,NA,44,479,1,4,51,0
2004,"Boise State","Western Athletic",12,14216,221,355,3362,18,13,596,2758,49,5912,10,23,313,167,66,17,25,0,0,NA,NA,NA,48,710,2,23,455,4
2004,"Boston College","Big East",12,13319,256,426,3085,20,13,449,1681,12,4625,10,23,239,196,70,12,23,0,0,NA,NA,NA,44,392,3,17,136,1
2004,"Bowling Green","Mid-American",12,13104,313,472,4154,41,4,432,2019,22,6076,6,10,313,162,79,7,11,0,0,NA,NA,NA,29,366,1,13,218,2
2004,"Buffalo","Mid-American",11,8810,84,191,1134,4,9,349,1266,14,2334,4,13,111,132,31,3,9,0,0,NA,NA,NA,21,35,0,9,77,0
2004,"BYU","Mountain West",11,11753,234,424,3321,18,14,382,1149,12,4224,17,31,214,176,57,8,14,0,0,NA,NA,NA,38,140,0,13,252,1
2004,"California","Pac-10",12,14630,219,331,2944,27,8,509,3081,30,5909,12,20,291,147,65,4,9,0,0,NA,NA,NA,47,290,0,10,155,1
2004,"Central Michigan","Mid-American",11,11962,209,375,2674,16,10,448,1869,12,4351,9,19,222,177,61,8,23,0,0,NA,NA,NA,18,169,1,4,62,0
2004,"Cincinnati","Conference USA",12,14919,218,376,2750,26,12,525,2201,17,4867,12,24,251,184,70,13,28,0,0,NA,NA,NA,26,182,0,10,51,0
2004,"Clemson","ACC",11,10333,166,328,2109,7,15,346,1076,14,3028,7,22,169,152,49,4,9,0,0,NA,NA,NA,33,365,1,10,135,1
2004,"Colorado","Big 12",13,12814,233,393,2686,11,17,410,1463,12,4033,10,27,209,173,57,4,12,0,0,NA,NA,NA,47,304,2,15,205,3
2004,"Colorado State","Mountain West",11,12012,209,350,3066,15,17,392,1228,13,4102,13,30,220,158,62,4,12,0,0,NA,NA,NA,30,132,0,8,137,2
2004,"Duke","ACC",11,10702,160,283,1918,2,10,347,1034,5,2697,17,27,144,139,38,11,16,0,0,NA,NA,NA,11,33,0,13,229,2
2004,"East Carolina","Conference USA",11,11658,207,382,2645,18,19,369,1021,7,3392,9,28,189,170,58,4,19,0,0,NA,NA,NA,33,440,1,12,50,0
2004,"Eastern Michigan","Mid-American",11,10384,223,434,2853,19,13,371,1576,13,4368,9,22,230,169,71,11,23,0,0,NA,NA,NA,27,175,1,5,44,0
2004,"Florida","SEC",12,12340,243,407,3394,29,12,415,1870,20,5123,9,21,254,165,70,5,7,0,0,NA,NA,NA,41,207,0,17,190,0
2004,"Florida A&M","FBS Independents",18,4235,113,186,849,0,5,125,323,4,1292,5,10,76,0,0,0,0,24,208,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"Florida State","ACC",12,13301,215,402,2737,11,15,460,1944,19,4470,9,24,233,177,40,12,20,0,0,NA,NA,NA,59,619,0,16,164,2
2004,"Fresno State","Western Athletic",12,13101,175,298,2215,23,15,506,2730,36,4854,7,22,246,156,74,7,9,0,0,NA,NA,NA,45,311,1,14,437,4
2004,"Georgia","SEC",12,13287,201,363,3127,24,5,463,1882,16,4854,15,20,235,168,65,10,14,0,0,NA,NA,NA,46,384,1,5,33,0
2004,"Georgia Tech","ACC",12,13738,169,346,2406,17,18,486,1947,11,4157,13,31,229,169,54,3,13,0,0,NA,NA,NA,55,339,0,10,99,2
2004,"Hawai'i","Western Athletic",13,12884,370,636,4505,38,18,264,1247,17,5649,8,26,288,173,71,4,15,0,0,NA,NA,NA,38,543,5,12,65,1
2004,"Houston","Conference USA",11,12405,198,354,3047,11,6,466,1521,15,4287,8,14,233,172,64,8,23,0,0,NA,NA,NA,20,106,0,14,179,1
2004,"Idaho","Sun Belt",12,13955,250,395,2771,14,14,456,1580,17,4081,17,31,229,180,57,11,23,0,0,NA,NA,NA,26,137,0,15,171,1
2004,"Illinois","Big Ten",11,11416,201,354,2186,13,8,405,1687,10,3719,16,24,220,164,66,8,13,0,0,NA,NA,NA,5,58,0,9,192,1
2004,"Indiana","Big Ten",11,11669,151,271,2113,13,8,425,1338,7,3250,6,14,173,148,47,7,13,0,0,NA,NA,NA,32,181,1,9,180,2
2004,"Iowa","Big Ten",12,13819,239,385,3168,20,14,428,871,10,3752,5,19,199,188,65,4,11,0,0,NA,NA,NA,29,260,0,14,141,1
2004,"Iowa State","Big 12",12,13191,174,351,2448,13,9,536,1701,11,3949,10,19,233,209,74,7,25,0,0,NA,NA,NA,47,310,1,17,294,4
2004,"Kansas","Big 12",11,12409,234,420,2570,19,14,378,1034,6,3459,12,26,185,182,60,6,16,0,0,NA,NA,NA,40,309,0,19,231,0
2004,"Kansas State","Big 12",11,12287,154,280,1847,11,8,439,1884,23,3629,14,22,203,146,55,10,18,0,0,NA,NA,NA,32,146,0,9,118,3
2004,"Kent State","Mid-American",11,11810,243,387,2727,19,8,415,1695,24,4168,17,25,234,173,65,9,25,0,0,NA,NA,NA,36,272,1,15,386,1
2004,"Kentucky","SEC",11,10280,175,323,1847,7,11,320,1021,11,2741,18,29,159,142,40,7,21,0,0,NA,NA,NA,19,59,0,10,63,0
2004,"Louisiana","Sun Belt",11,11895,229,397,2657,12,14,421,1680,12,4206,10,24,231,171,69,6,18,0,0,NA,NA,NA,26,94,0,8,133,2
2004,"Louisiana Tech","Western Athletic",12,13027,154,300,2398,11,11,490,2403,25,4560,19,30,219,170,49,6,13,0,0,NA,NA,NA,41,210,1,9,164,1
2004,"Louisville","Conference USA",12,13638,256,359,3562,27,5,534,3005,47,6468,11,16,323,158,77,13,24,0,0,NA,NA,NA,58,456,2,17,116,1
2004,"LSU","SEC",12,13731,179,319,2667,19,10,506,2326,20,4747,16,26,250,167,64,3,7,0,0,NA,NA,NA,47,269,1,14,241,1
2004,"Marshall","Mid-American",12,13198,248,425,2697,19,15,403,1355,11,3858,12,27,217,179,62,6,18,0,0,NA,NA,NA,38,331,1,19,235,4
2004,"Maryland","ACC",11,12403,161,305,2199,8,16,450,1314,12,3277,10,26,183,174,63,4,11,0,0,NA,NA,NA,33,211,0,6,50,0
2004,"Memphis","Conference USA",12,11776,209,378,2772,23,11,447,2322,25,5061,6,17,249,168,76,7,11,0,0,NA,NA,NA,35,347,1,10,131,0
2004,"Miami","ACC",12,13051,207,370,2955,22,6,422,1572,16,4384,9,15,215,169,55,4,12,0,0,NA,NA,NA,55,697,7,13,144,0
2004,"Miami (OH)","Mid-American",13,14537,277,460,3831,24,16,453,1561,25,5196,18,34,284,173,64,9,20,0,0,NA,NA,NA,46,593,2,9,81,0
2004,"Michigan","Big Ten",12,13717,248,415,2988,25,12,481,1843,15,4638,10,22,250,194,79,4,12,0,0,NA,NA,NA,44,413,2,16,322,2
2004,"Michigan State","Big Ten",12,12923,234,399,2692,16,17,500,2862,22,5520,7,24,270,174,63,4,14,0,0,NA,NA,NA,51,352,2,8,45,0
2004,"Middle Tennessee","Sun Belt",11,12247,282,404,3111,15,16,360,1172,12,4117,11,27,219,164,68,5,11,0,0,NA,NA,NA,26,208,1,7,42,0
2004,"Minnesota","Big Ten",12,12550,128,269,2238,17,9,572,3082,29,5260,4,13,245,175,66,12,24,0,0,NA,NA,NA,38,142,0,11,72,0
2004,"Mississippi State","SEC",11,11216,147,290,1743,9,13,401,1744,11,3335,12,25,167,151,54,2,11,0,0,NA,NA,NA,30,195,1,8,97,1
2004,"Missouri","Big 12",11,12342,197,377,2456,18,11,457,1815,13,4098,7,18,213,197,76,10,20,0,0,NA,NA,NA,37,247,0,15,176,1
2004,"Navy","FBS Independents",12,13342,65,122,1291,8,4,689,3474,36,4666,12,16,238,157,73,17,26,0,0,NA,NA,NA,36,162,0,12,160,2
2004,"NC State","ACC",11,12175,191,343,2420,12,17,435,1617,15,3839,18,35,211,163,51,7,16,0,0,NA,NA,NA,49,393,3,6,92,1
2004,"Nebraska","Big 12",11,11207,156,322,2172,17,23,412,1939,18,3995,13,36,194,153,45,9,20,0,0,NA,NA,NA,45,181,1,14,352,0
2004,"Nevada","Western Athletic",12,13587,278,473,3379,18,14,463,1849,26,5025,13,27,283,177,68,12,23,0,0,NA,NA,NA,25,207,0,15,152,2
2004,"New Mexico","Mountain West",12,12821,116,259,1602,6,12,526,2147,17,3576,8,20,193,175,55,2,10,0,0,NA,NA,NA,37,220,2,13,73,0
2004,"New Mexico State","Sun Belt",11,11666,209,340,2811,18,7,406,1422,14,4102,14,21,216,150,52,10,15,0,0,NA,NA,NA,17,153,0,10,152,2
2004,"North Carolina","ACC",12,12723,202,339,2704,18,11,436,2115,19,4688,8,19,222,157,62,8,15,0,0,NA,NA,NA,34,203,0,8,129,1
2004,"Northern Illinois","Mid-American",12,12981,168,305,2493,22,11,550,2858,28,5265,1,12,261,174,70,12,23,0,0,NA,NA,NA,31,411,1,13,181,1
2004,"North Texas","Sun Belt",12,12862,139,250,1984,14,4,491,2237,21,4128,10,14,200,162,50,3,7,0,0,NA,NA,NA,27,153,1,11,160,0
2004,"Northwestern","Big Ten",12,12076,249,463,2917,12,9,445,2066,23,4914,2,11,262,190,67,10,18,0,0,NA,NA,NA,32,270,1,8,16,0
2004,"Notre Dame","FBS Independents",12,13609,195,362,2760,17,10,460,1529,16,4146,6,16,217,183,67,4,15,0,0,NA,NA,NA,36,358,0,9,201,2
2004,"Ohio","Mid-American",11,11217,164,326,2346,12,11,372,1017,8,3027,11,22,162,157,47,8,21,0,0,NA,NA,NA,34,334,2,8,88,1
2004,"Ohio State","Big Ten",12,12928,166,310,2240,14,9,441,1745,9,3850,17,26,185,171,60,2,5,0,0,NA,NA,NA,31,218,1,15,164,1
2004,"Oklahoma","Big 12",13,15758,268,406,3372,36,9,565,2709,22,6007,9,18,310,200,100,12,17,0,0,NA,NA,NA,57,316,2,8,120,0
2004,"Oklahoma State","Big 12",12,13933,104,201,1809,14,5,594,2844,32,4566,4,9,225,170,65,8,18,0,0,NA,NA,NA,33,426,2,11,167,2
2004,"Ole Miss","SEC",11,11923,178,350,2291,7,13,439,1748,13,3861,11,24,213,163,46,4,12,0,0,NA,NA,NA,40,171,0,8,158,2
2004,"Oregon","Pac-10",11,12376,229,388,2840,22,10,429,1746,11,4367,17,27,237,159,58,10,21,0,0,NA,NA,NA,38,345,1,12,106,2
2004,"Oregon State","Pac-10",12,13544,287,532,3972,29,17,378,848,10,4554,14,31,243,200,66,6,20,0,0,NA,NA,NA,55,297,0,19,112,0
2004,"Penn State","Big Ten",11,10460,170,329,1931,9,17,327,1298,12,3105,8,25,167,145,52,4,14,0,0,NA,NA,NA,41,203,0,15,177,0
2004,"Pittsburgh","Big East",12,13561,232,414,3433,24,7,448,1173,10,4294,6,13,232,194,71,8,14,0,0,NA,NA,NA,42,191,0,17,290,4
2004,"Purdue","Big Ten",12,12967,297,486,4061,38,8,424,1504,11,5358,14,22,280,189,88,7,12,0,0,NA,NA,NA,41,167,0,8,101,0
2004,"Rice","Western Athletic",11,13496,59,136,962,5,11,688,3372,30,4200,13,24,237,167,64,15,34,0,0,NA,NA,NA,25,191,0,13,130,1
2004,"Rutgers","Big East",11,12206,303,473,3571,19,20,367,918,9,4334,19,39,230,179,68,4,15,0,0,NA,NA,NA,25,143,0,11,104,1
2004,"San Diego State","Mountain West",11,11781,240,444,2884,7,17,377,1432,8,4123,11,28,218,170,49,12,29,0,0,NA,NA,NA,43,280,0,14,173,1
2004,"San José State","Western Athletic",11,11377,135,263,2154,15,9,441,1782,22,3715,16,25,195,151,49,10,24,0,0,NA,NA,NA,20,203,1,12,110,1
